asset_path,display_label,source,category
audio/units/tempest/deploy_move/TempestVoid_Yes03.ogg,Consider it done.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tempest/deploy_move/TempestVoid_Yes04.ogg,We serve by our own will.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tempest/deploy_move/TempestVoid_Yes05.ogg,Move / order response 06,SC2,MOVE / ACTIVATE VO
audio/units/tempest/deploy_move/TempestVoid_Yes06.ogg,For Honor!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/thor/attack/Thor_Attack00.ogg,Hammer of the Gods!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/thor/attack/Thor_Attack01.ogg,EAT HOT LED,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/thor/attack/Thor_Attack02.ogg,"Oh, it's on!",SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/thor/attack/Thor_Attack03.ogg,Dropping the hammer,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/thor/attack/Thor_Attack04.ogg,Ride the lightning!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/thor/attack/Thor_Attack05.ogg,It's over you idiots!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/thor/canonical/18bee6f07ba4beaa__Thor_What06.ogg,Selection response 07,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/thor/canonical/263a02b5bca4fd96__Thor_What04.ogg,Selection response 05,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/thor/canonical/805242a354fc2698__Thor_Ready00.ogg,Ready / selection 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/thor/canonical/a9e434512c742ec4__Thor_What02.ogg,Selection response 03,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/thor/canonical/cb3042b056db0ff4__Thor_What03.ogg,Selection response 04,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/thor/canonical/d1d9612834e6869c__Thor_What07.ogg,Selection response 08,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/thor/canonical/f0aa3baa4ab12df6__Thor_What05.ogg,Selection response 06,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/thor/canonical/f9fae3073185f50a__Thor_What00.ogg,Selection response 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/thor/canonical/fb103190f41719fb__Thor_What01.ogg,Selection response 02,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/thor/death/Thor_Death00.wav,Death voice 01,SC2,DEATH VO
audio/units/thor/deploy_move/Thor_What08.ogg,Selection response 09,SC2,MOVE / ACTIVATE VO
audio/units/thor/deploy_move/Thor_Yes00.ogg,"No, no, no!",SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/thor/deploy_move/Thor_Yes02.ogg,Stick around!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/thor/deploy_move/Thor_Yes03.ogg,"Okay, baby.",SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/thor/deploy_move/Thor_Yes04.ogg,Let's go,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/thor/deploy_move/Thor_Yes05.ogg,Watch this!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/thor/deploy_move/Thor_Yes06.ogg,Move / order response 07,SC2,MOVE / ACTIVATE VO
audio/units/thor/deploy_move/Thor_Yes07.ogg,Can do,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/thor/deploy_move/Thor_Yes08.ogg,No problem.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/thor/deploy_move/Thor_Yes09.ogg,Right?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tychus/attack/Tychus_Attack00.ogg,Full auto.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/tychus/attack/Tychus_Attack01.ogg,Why don't you join me?,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/tychus/attack/Tychus_Attack02.ogg,Tear him a new one.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/tychus/attack/Tychus_Attack03.ogg,You're mine now.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/tychus/attack/Tychus_Attack04.ogg,Shut up and die,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/tychus/attack/Tychus_Attack05.ogg,You know what daddy likes?,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/tychus/attack/Tychus_Attack06.ogg,Just like old times,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/tychus/death/Tychus_Death03.wav,Death voice 04,SC2,DEATH VO
audio/units/tychus/death/Tychus_Death04.wav,Death voice 05,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/tychus/death/Tychus_Death05.wav,Death voice 06,SC2,DEATH VO
audio/units/tychus/death/Tychus_Death06.wav,Death voice 07,SC2,DEATH VO
audio/units/tychus/deploy_move/Tychus_What01.ogg,Don't provoke me.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tychus/deploy_move/Tychus_What02.ogg,You gonna bark all day?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tychus/deploy_move/Tychus_What03.ogg,Don't waste my time.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tychus/deploy_move/Tychus_What04.ogg,What's in it for me?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tychus/deploy_move/Tychus_Yes00.ogg,Walk the walk.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tychus/deploy_move/Tychus_Yes01.ogg,A man's gotta do what a man's gotta do.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tychus/deploy_move/Tychus_Yes02.ogg,Whatever it takes.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tychus/deploy_move/Tychus_Yes03.ogg,You can't fix stupid.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tychus/deploy_move/Tychus_Yes04.ogg,"Okay, armchair general.",SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tychus/deploy_move/Tychus_Yes05.ogg,I didn't hear no magic word.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/ultralisk/attack/UltraLisk_Attack0.ogg,Ultralisk attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/ultralisk/attack/UltraLisk_Attack1.ogg,Ultralisk attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/ultralisk/attack/UltraLisk_Attack2.ogg,Ultralisk attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/ultralisk/attack/UltraLisk_Attack3.ogg,Ultralisk attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/ultralisk/attack/UltraLisk_Attack4.ogg,Ultralisk attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/ultralisk/canonical/2ae6b0ca265d1ebc__Ultralisk_Death0.wav,Ultralisk death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/ultralisk/canonical/34af522615990422__UltraLisk_Ready0.ogg,Ultralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/ultralisk/canonical/425c7619bf512c0b__Ultralisk_Death1.wav,Ultralisk death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/ultralisk/canonical/44fdace49821a470__Ultralisk_Death3.wav,Ultralisk death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/ultralisk/canonical/afe833451e0471e4__UltraLisk_Ready2.ogg,Ultralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/ultralisk/canonical/b480d13cd51d5807__Ultralisk_Death2.wav,Ultralisk death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/ultralisk/canonical/dcafe166983c9e83__UltraLisk_Ready1.ogg,Ultralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/ultralisk/canonical/ede0f008fa6142c0__UltraLisk_What0.ogg,Ultralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/ultralisk/death/Ultralisk_Death4.wav,Ultralisk death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/ultralisk/death/Ultralisk_Death5.wav,Ultralisk death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/ultralisk/death/Ultralisk_Death6.wav,Ultralisk death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/ultralisk/death/Ultralisk_Death7.wav,Ultralisk death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/ultralisk/deploy_move/UltraLisk_What1.ogg,Ultralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/ultralisk/deploy_move/UltraLisk_What2.ogg,Ultralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/ultralisk/deploy_move/UltraLisk_What3.ogg,Ultralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/ultralisk/deploy_move/UltraLisk_What4.ogg,Ultralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/ultralisk/deploy_move/UltraLisk_What5.ogg,Ultralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/ultralisk/deploy_move/UltraLisk_Yes0.ogg,Ultralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/ultralisk/deploy_move/UltraLisk_Yes1.ogg,Ultralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/ultralisk/deploy_move/UltraLisk_Yes2.ogg,Ultralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/ultralisk/deploy_move/UltraLisk_Yes3.ogg,Ultralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/ultralisk/deploy_move/UltraLisk_Yes4.ogg,Ultralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/viking/attack/Viking_Attack00.ogg,Burnin' pillage!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/viking/attack/Viking_Attack01.ogg,Weapons primed.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/viking/attack/Viking_Attack02.ogg,Strike hard and fast.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/viking/attack/Viking_Attack03.ogg,Fortune favors the bold.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/viking/attack/Viking_Attack04.ogg,I love a good read.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/viking/attack/Viking_Attack05.ogg,There's the spirit!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/viking/attack/Viking_Attack06.ogg,Aggressive. I like it.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/viking/canonical/1ecb43efd8d4b339__Viking_Yes00.ogg,Move / order response 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/viking/canonical/318cc3152d9d4006__Viking_Ready00.ogg,Ready / selection 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/viking/canonical/4b79842102ff2fea__Viking_What01.ogg,Selection response 02,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/viking/canonical/63f55ad9be900176__Viking_What03.ogg,Selection response 04,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/viking/canonical/a3c7bf089590b77a__Viking_What02.ogg,Selection response 03,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/viking/canonical/dfd673f38f3436ab__Viking_What04.ogg,Selection response 05,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/viking/canonical/f41aef37a950c396__Viking_What00.ogg,Selection response 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/viking/death/Viking_Death00.wav,Death voice 01,SC2,DEATH VO
audio/units/viking/deploy_move/Viking_Yes01.ogg,Victory,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/viking/deploy_move/Viking_Yes02.ogg,Move / order response 03,SC2,MOVE / ACTIVATE VO
audio/units/viking/deploy_move/Viking_Yes03.ogg,I like it.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/viking/deploy_move/Viking_Yes04.ogg,Very well.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/viking/deploy_move/Viking_Yes05.ogg,HAHA!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/viking/deploy_move/Viking_Yes06.ogg,Agreed.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/viking/deploy_move/Viking_Yes07.ogg,Alright.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/viking/deploy_move/Viking_Yes08.ogg,Inbound.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/viking/deploy_move/Viking_Yes09.ogg,Certainly.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/viking/deploy_move/Viking_Yes10.ogg,"Yes, indeed.",SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/viper/canonical/42a0aaf238a6e236__LairViper_What_03.ogg,Viper attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/viper/canonical/5354a102ea938063__LairViper_What_04.ogg,Viper attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/viper/canonical/8a8ff7bbc9b27f68__LairViper_What_00.ogg,Viper attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/viper/canonical/910d0e0bd8e7e92e__LairViper_What_02.ogg,Viper attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/viper/canonical/9cc4b9ae04d17a0c__LairViper_What_05.ogg,Viper attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/viper/canonical/9efcef90d6a6305f__LairViper_Ready_00.ogg,Viper movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/viper/canonical/a9e4474b15193c06__LairViper_Ready_02.ogg,Viper movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/viper/canonical/da24d653f218de2c__LairViper_Ready_01.ogg,Viper movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/viper/canonical/ecffb64d6ac5938f__LairViper_What_06.ogg,Viper attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/viper/canonical/f2c205b381816f02__LairViper_What_01.ogg,Viper attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/viper/death/LairViper_Death_01.wav,Viper death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/viper/death/LairViper_Death_02.wav,Viper death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/viper/death/LairViper_Death_03.wav,Viper death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/viper/death/LairViper_Death_04.wav,Viper death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/viper/deploy_move/LairViper_What_07.ogg,Viper movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/viper/deploy_move/LairViper_Yes_00.ogg,Viper movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/viper/deploy_move/LairViper_Yes_01.ogg,Viper movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/viper/deploy_move/LairViper_Yes_02.ogg,Viper movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/viper/deploy_move/LairViper_Yes_03.ogg,Viper movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/viper/deploy_move/LairViper_Yes_04.ogg,Viper movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/viper/deploy_move/LairViper_Yes_05.ogg,Viper movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/viper/deploy_move/LairViper_Yes_06.ogg,Viper movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/viper/deploy_move/LairViper_Yes_07.ogg,Viper movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/viper/deploy_move/LairViper_Yes_08.ogg,Viper movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/void_ray/attack/VoidRay_Attack00.ogg,Lock beams and incinerate.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/void_ray/attack/VoidRay_Attack01.ogg,Prismatic beams aligning.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/void_ray/attack/VoidRay_Attack02.ogg,Attack voice 03,SC2,ATTACK VO
audio/units/void_ray/attack/VoidRay_Attack03.ogg,Attack voice 04,SC2,ATTACK VO
audio/units/void_ray/attack/VoidRay_Attack04.ogg,"Fire at will, Commander.",SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/void_ray/attack/VoidRay_Attack05.ogg,Coordinating attack.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/void_ray/attack/VoidRay_Attack06.ogg,Synchronizing,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/void_ray/canonical/3e284b04eac71b07__VoidRay_What00.ogg,Selection response 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/void_ray/canonical/40dcb1d96c5a7105__VoidRay_Ready00.ogg,Ready / selection 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/void_ray/canonical/46907b3432ceca2b__VoidRay_Ready01.ogg,Ready / selection 02,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/void_ray/canonical/46ffc0059efddd80__VoidRay_What01.ogg,Selection response 02,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/void_ray/canonical/84fdc5c70265aac9__VoidRay_What02.ogg,Selection response 03,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/void_ray/deploy_move/VoidRay_What03.ogg,We have full power.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/void_ray/deploy_move/VoidRay_What04.ogg,Selection response 05,SC2,MOVE / ACTIVATE VO
audio/units/void_ray/deploy_move/VoidRay_Yes00.ogg,Calibrating void lenses,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/void_ray/deploy_move/VoidRay_Yes01.ogg,It shall be done.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/void_ray/deploy_move/VoidRay_Yes02.ogg,Ik kuda anai.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/void_ray/deploy_move/VoidRay_Yes03.ogg,Move / order response 04,SC2,MOVE / ACTIVATE VO
audio/units/void_ray/deploy_move/VoidRay_Yes04.ogg,Annihilation commencing.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/void_ray/deploy_move/VoidRay_Yes05.ogg,Move / order response 06,SC2,MOVE / ACTIVATE VO
audio/units/void_ray/deploy_move/VoidRay_Yes06.ogg,Systems at full.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/void_ray/deploy_move/VoidRay_Yes07.ogg,Processed,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vorazun/attack/Vorazun_Attack00.ogg,The path to victory awaits.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/vorazun/attack/Vorazun_Attack01.ogg,For our homeland.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/vorazun/attack/Vorazun_Attack02.ogg,Zakan Zakash!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/vorazun/attack/Vorazun_Attack03.ogg,The shadows are my shield.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/vorazun/attack/Vorazun_Attack04.ogg,Twilight enshrouds me.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/vorazun/attack/Vorazun_Attack05.ogg,This shall be our day of triumph.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/vorazun/attack/Vorazun_Attack06.ogg,Zakuul Gulidar!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/vorazun/death/Vorazun_Death00.wav,Our legacy lives on.,SC2 • VERIFIED DIALOGUE,DEATH VO
audio/units/vorazun/deploy_move/Vorazun_What03.ogg,NOSPERU SADAR,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vorazun/deploy_move/Vorazun_What04.ogg,We must form a plan.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vorazun/deploy_move/Vorazun_What05.ogg,You require counsel.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vorazun/deploy_move/Vorazun_What06.ogg,There is little time.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vorazun/deploy_move/Vorazun_Yes00.ogg,Move / order response 01,SC2,MOVE / ACTIVATE VO
audio/units/vorazun/deploy_move/Vorazun_Yes01.ogg,We stand with our allies.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vorazun/deploy_move/Vorazun_Yes02.ogg,Our future is the Dhelam.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vorazun/deploy_move/Vorazun_Yes03.ogg,Nerazgulio,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vorazun/deploy_move/Vorazun_Yes04.ogg,It is my honor.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vorazun/deploy_move/Vorazun_Yes05.ogg,There is much to be done.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vulture/attack/Vulture_Attack00.ogg,Let's rumble.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/vulture/attack/Vulture_Attack01.ogg,live fast die young,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/vulture/attack/Vulture_Attack02.ogg,Like a bat outta hell!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/vulture/death/Vulture_Death02.wav,Death voice 03,SC2,DEATH VO
audio/units/vulture/death/Vulture_Death03.wav,Death voice 04,SC2,DEATH VO
audio/units/vulture/death/Vulture_Death04.wav,Death voice 05,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/vulture/death/Vulture_Death05.wav,Death voice 06,SC2,DEATH VO
audio/units/vulture/deploy_move/Vulture_What00.ogg,Yeah,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vulture/deploy_move/Vulture_What01.ogg,Selection response 02,SC2,MOVE / ACTIVATE VO
audio/units/vulture/deploy_move/Vulture_What02.ogg,Something on your mind.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vulture/deploy_move/Vulture_What03.ogg,What do you want?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vulture/deploy_move/Vulture_Yes01.ogg,"Yeah, I'm gone.",SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vulture/deploy_move/Vulture_Yes02.ogg,Move / order response 03,SC2,MOVE / ACTIVATE VO
audio/units/vulture/deploy_move/Vulture_Yes03.ogg,"No problem, old.",SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vulture/deploy_move/Vulture_Yes04.ogg,"Oh, is that it?",SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vulture/deploy_move/Vulture_Yes05.ogg,Born to be wild.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/vulture/deploy_move/Vulture_Yes06.ogg,The road's calling.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/warbot/attack/Warbot_Attack1.ogg,Attack voice 02,SC2,ATTACK VO
audio/units/warbot/attack/Warbot_Attack2.ogg,Attack voice 03,SC2,ATTACK VO
audio/units/warbot/attack/Warbot_Attack3.ogg,Attack voice 04,SC2,ATTACK VO
audio/units/warbot/attack/Warbot_Attack4.ogg,Attack voice 05,SC2,ATTACK VO
audio/units/warbot/attack/Warbot_Attack5.ogg,Attack voice 06,SC2,ATTACK VO
audio/units/warbot/attack/Warbot_Attack6.ogg,Attack voice 07,SC2,ATTACK VO
audio/units/warbot/attack/Warbot_Attack7.ogg,Attack voice 08,SC2,ATTACK VO
audio/units/warbot/deploy_move/Warbot_What5.ogg,Selection response 06,SC2,MOVE / ACTIVATE VO
audio/units/warbot/deploy_move/Warbot_Yes0.ogg,Move / order response 01,SC2,MOVE / ACTIVATE VO
